ProductKey;ProductAlternateKey;ProductSubcategoryKey;WeightUnitMeasureCode;SizeUnitMeasureCode;EnglishProductName;SpanishProductName;FrenchProductName;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;_Class;Style;ModelName;LargePhoto;EnglishDescription;FrenchDescription;ChineseDescription;ArabicDescription;HebrewDescription;ThaiDescription;GermanDescription;JapaneseDescription;TurkishDescription;StartDate;EndDate;Status
"342";"BK-R50B-52";"2";"LB ";"CM ";"Road-650 Black, 52";"Carretera: 650, negra, 52";"Vélo de route 650 noir, 52";"413.1463";"true";"Black";"100";"75";"699.0982";"52";"48-52 CM";"19.42";"4";"R ";"419.4589";"L ";"U ";"Road-650";"net.sourceforge.jtds.jdbc.BlobImpl@6f195bc3";"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";"Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.";"??????????????????????????????????????????????????";"???? ????? ??? ??? ????? ?????????? ??? ????? ??????? ?? ????? ???? ?????? ????????. ???? ????? ????? ??? ????? ?? ?? ???? ???? ????? ????? ?? ???????.";"??????? ??????? ????? ????? ?????? ????? ???? ??????? ???? ??? ?????? ????. ????????? ?????? ?????? ????? ?????? ?????? ???? ??? ????????.";"???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????";"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""";"????????????????????????????????? ????????????????????????????????????????????";"De?erine uygun olarak fiyatland?r?lan bisikletin bir çok özelli?i en üst s?n?f modellerinkilerle ayn?d?r. Ayn? hafif sa?lam kadroya ve herkesin takdir etti?i çabuk h?zlanma özelli?imize sahiptir.";"01-07-2011";"28-12-2007";""
"343";"BK-R50B-52";"2";"LB ";"CM ";"Road-650 Black, 52";"Carretera: 650, negra, 52";"Vélo de route 650 noir, 52";"486.7066";"true";"Black";"100";"75";"782.9900";"52";"48-52 CM";"19.42";"4";"R ";"469.7940";"L ";"U ";"Road-650";"net.sourceforge.jtds.jdbc.BlobImpl@51e2adc7";"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.";"Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.";"??????????????????????????????????????????????????";"???? ????? ??? ??? ????? ?????????? ??? ????? ??????? ?? ????? ???? ?????? ????????. ???? ????? ????? ??? ????? ?? ?? ???? ???? ????? ????? ?? ???????.";"??????? ??????? ????? ????? ?????? ????? ???? ??????? ???? ??? ?????? ????. ????????? ?????? ?????? ????? ?????? ?????? ???? ??? ????????.";"???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????";"""Kostengünstiges Rad mit vielen Funktionen unserer Topmodelle. Verfügt über denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""";"????????????????????????????????? ????????????????????????????????????????????";"De?erine uygun olarak fiyatland?r?lan bisikletin bir çok özelli?i en üst s?n?f modellerinkilerle ayn?d?r. Ayn? hafif sa?lam kadroya ve herkesin takdir etti?i çabuk h?zlanma özelli?imize sahiptir.";"01-07-2012";"27-12-2008";""
"344";"BK-M82S-38";"1";"LB ";"CM ";"Mountain-100 Silver, 38";"Montaña: 100, plateada, 38";"VTT 100 argent, 38";"1912.1544";"true";"Silver";"100";"75";"3399.9900";"38";"38-40 CM";"20.35";"4";"M ";"2039.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@1a8a8f7c";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"345";"BK-M82S-42";"1";"LB ";"CM ";"Mountain-100 Silver, 42";"Montaña: 100, plateada, 42";"VTT 100 argent, 42";"1912.1544";"true";"Silver";"100";"75";"3399.9900";"42";"42-46 CM";"20.77";"4";"M ";"2039.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@2353b3e6";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"346";"BK-M82S-44";"1";"LB ";"CM ";"Mountain-100 Silver, 44";"Montaña: 100, plateada, 44";"VTT 100 argent, 44";"1912.1544";"true";"Silver";"100";"75";"3399.9900";"44";"42-46 CM";"21.13";"4";"M ";"2039.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@631330c";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"347";"BK-M82S-48";"1";"LB ";"CM ";"Mountain-100 Silver, 48";"Montaña: 100, plateada, 48";"VTT 100 argent, 48";"1912.1544";"true";"Silver";"100";"75";"3399.9900";"48";"48-52 CM";"21.42";"4";"M ";"2039.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@42f93a98";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"348";"BK-M82B-38";"1";"LB ";"CM ";"Mountain-100 Black, 38";"Montaña: 100, negra, 38";"VTT 100 noir, 38";"1898.0944";"true";"Black";"100";"75";"3374.9900";"38";"38-40 CM";"20.35";"4";"M ";"2024.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@c46bcd4";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"349";"BK-M82B-42";"1";"LB ";"CM ";"Mountain-100 Black, 42";"Montaña: 100, negra, 42";"VTT 100 noir, 42";"1898.0944";"true";"Black";"100";"75";"3374.9900";"42";"42-46 CM";"20.77";"4";"M ";"2024.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@3234e239";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"350";"BK-M82B-44";"1";"LB ";"CM ";"Mountain-100 Black, 44";"Montaña: 100, negra, 44";"VTT 100 noir, 44";"1898.0944";"true";"Black";"100";"75";"3374.9900";"44";"42-46 CM";"21.13";"4";"M ";"2024.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@3d921e20";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"351";"BK-M82B-48";"1";"LB ";"CM ";"Mountain-100 Black, 48";"Montaña: 100, negra, 48";"VTT 100 noir, 48";"1898.0944";"true";"Black";"100";"75";"3374.9900";"48";"48-52 CM";"21.42";"4";"M ";"2024.9940";"H ";"U ";"Mountain-100";"net.sourceforge.jtds.jdbc.BlobImpl@36b4cef0";"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.";"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";"??????????????????????? HL ???????????????????????????";"????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.";"????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.";"?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????";"""Top-Mountainbike für Profis. Mit innovativem HL-Rahmen, Vorderradaufhängung mit extrem guter Federung und Beschleunigung für alle Geländearten.""";"???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????";"""En üst model rekabetçi da? bisikleti. Performans yükselten opsiyonlar? aras?nda yenilikçi HL kadro, a??r? hassas ön süspansiyon ve her çe?it toprakta yol tutu?u bulunmaktad?r.""";"01-07-2011";"28-12-2007";""
"352";"BK-M68S-38";"1";"LB ";"CM ";"Mountain-200 Silver, 38";"Montaña: 200, plateada, 38";"VTT 200 argent, 38";"1117.8559";"true";"Silver";"100";"75";"2071.4196";"38";"38-40 CM";"23.35";"4";"M ";"1242.8518";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@fad74ee";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2012";"27-12-2008";""
"353";"BK-M68S-38";"1";"LB ";"CM ";"Mountain-200 Silver, 38";"Montaña: 200, plateada, 38";"VTT 200 argent, 38";"1265.6195";"true";"Silver";"100";"75";"2319.9900";"38";"38-40 CM";"23.35";"4";"M ";"1391.9940";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@1a1d6a08";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2013";"";"Current"
"354";"BK-M68S-42";"1";"LB ";"CM ";"Mountain-200 Silver, 42";"Montaña: 200, plateada, 42";"VTT 200 argent, 42";"1117.8559";"true";"Silver";"100";"75";"2071.4196";"42";"42-46 CM";"23.77";"4";"M ";"1242.8518";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@37d31475";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2012";"27-12-2008";""
"355";"BK-M68S-42";"1";"LB ";"CM ";"Mountain-200 Silver, 42";"Montaña: 200, plateada, 42";"VTT 200 argent, 42";"1265.6195";"true";"Silver";"100";"75";"2319.9900";"42";"42-46 CM";"23.77";"4";"M ";"1391.9940";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@27808f31";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2013";"";"Current"
"356";"BK-M68S-46";"1";"LB ";"CM ";"Mountain-200 Silver, 46";"Montaña: 200, plateada, 46";"VTT 200 argent, 46";"1117.8559";"true";"Silver";"100";"75";"2071.4196";"46";"42-46 CM";"24.13";"4";"M ";"1242.8518";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@436e852b";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2012";"27-12-2008";""
"357";"BK-M68S-46";"1";"LB ";"CM ";"Mountain-200 Silver, 46";"Montaña: 200, plateada, 46";"VTT 200 argent, 46";"1265.6195";"true";"Silver";"100";"75";"2319.9900";"46";"42-46 CM";"24.13";"4";"M ";"1391.9940";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@32d2fa64";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2013";"";"Current"
"358";"BK-M68B-38";"1";"LB ";"CM ";"Mountain-200 Black, 38";"Montaña: 200, negra, 38";"VTT 200 noir, 38";"1105.8100";"true";"Black";"100";"75";"2049.0982";"38";"38-40 CM";"23.35";"4";"M ";"1229.4589";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@1d8d30f7";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2012";"27-12-2008";""
"359";"BK-M68B-38";"1";"LB ";"CM ";"Mountain-200 Black, 38";"Montaña: 200, negra, 38";"VTT 200 noir, 38";"1251.9813";"true";"Black";"100";"75";"2294.9900";"38";"38-40 CM";"23.35";"4";"M ";"1376.9940";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@3e57cd70";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2013";"";"Current"
"360";"BK-M68B-42";"1";"LB ";"CM ";"Mountain-200 Black, 42";"Montaña: 200, negra, 42";"VTT 200 noir, 42";"1105.8100";"true";"Black";"100";"75";"2049.0982";"42";"42-46 CM";"23.77";"4";"M ";"1229.4589";"H ";"U ";"Mountain-200";"net.sourceforge.jtds.jdbc.BlobImpl@9a7504c";"Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.";"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";"????????????????????????????? Mountain-100 ??? HL ???";"?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.";"?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)";"???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100";"Mountainbike für Profis. Perfekt für alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.";"??? ??????????????????Mountain-100 ??? HL ?????????????";"Gerçek arazi sürü?ü. Tüm yar??ma seviyeleri için mükemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.";"01-07-2012";"27-12-2008";""
